4.7477     , 23.2199    , 37.7967    , 489.3944   ,40.0000    , 0          ,38.8624   , 0         ✓
61.5056    , 6.5657     , 12.0025    , 3155.1316  ,40.0000    , 0          ,39.8974   , 0         ✓
37.2254    , 39.4726    , 90.5127    , 87.9475    ,75.3643    , 1          ,84.4026   , 1         ✓
79.9805    , 17.3263    , 58.9650    , 1349.8200  ,10.7666    , 0          ,10.4398   , 0         ✓
35.2284    , 15.3910    , 15.1888    , 3925.4524  ,45.3589    , 0          ,49.6870   , 0         ✓
77.6982    , 9.5053     , 9.6165     , 2499.7171  ,40.0000    , 0          ,40.0077   , 0         ✓
99.9101    , 13.7923    , 37.0121    , 3567.2526  ,40.0000    , 0          ,39.9673   , 0         ✓
62.0267    , 23.5512    , 16.6931    , 3441.7635  ,40.0000    , 0          ,39.8985   , 0         ✓
45.1432    , 35.9403    , 34.3986    , 2547.4638  ,74.5000    , 1          ,73.1059   , 1         ✓
56.3228    , 31.6230    , 30.7232    , 2168.1995  ,48.9315    , 0          ,49.9268   , 0         ✓
95.9586    , 3.3469     , 11.3369    , 173.9938   ,10.9050    , 0          ,9.1032    , 0         ✓
27.0402    , 5.4037     , 36.6662    , 502.7157   ,40.0000    , 0          ,47.5502   , 0         ✓
57.5167    , 4.0608     , 52.2470    , 640.3111   ,10.0750    , 0          ,9.4646    , 0         ✓
98.1302    , 19.8264    , 82.1481    , 1360.1637  ,40.0000    , 0          ,45.7196   , 0         ✓
24.8130    , 25.2623    , 88.4223    , 2089.5493  ,94.3711    , 1          ,93.1981   , 1         ✓
53.4907    , 29.8128    , 46.6659    , 709.2278   ,10.0750    , 0          ,16.2841   , 0         ✓
97.8403    , 20.0947    , 25.5626    , 1699.2186  ,40.0000    , 0          ,40.1434   , 0         ✓
1.2357     , 28.0141    , 36.7618    , 88.7555    ,40.0000    , 0          ,46.4530   , 0         ✓
8.5556     , 1.3841     , 66.4520    , 3841.8373  ,81.7815    , 1          ,86.5834   , 1         ✓
30.7169    , 28.8312    , 92.2911    , 3349.1081  ,84.5699    , 1          ,89.2328   , 1         ✓
40.8179    , 5.0195     , 3.5966     , 1960.2912  ,40.0000    , 0          ,42.1748   , 0         ✓
51.0724    , 38.7004    , 82.7373    , 84.1701    ,74.5000    , 1          ,78.9625   , 1         ✓
61.1285    , 5.1965     , 85.6700    , 3208.8084  ,74.5000    , 1          ,74.4095   , 1         ✓
77.8809    , 33.6105    , 19.5277    , 2176.8658  ,61.9751    , 0          ,61.3325   , 0         ✓
79.5278    , 3.5986     , 83.6940    , 3422.6362  ,74.5000    , 1          ,74.5420   , 1         ✓
58.9797    , 27.5062    , 25.0413    , 2067.7632  ,40.0000    , 0          ,39.8771   , 0         ✓
17.2086    , 25.7315    , 48.0677    , 875.5192   ,40.0000    , 0          ,39.5686   , 0         ✓
91.2093    , 5.2585     , 38.4623    , 3240.2153  ,40.0000    , 0          ,39.9491   , 0         ✓
21.3824    , 3.5436     , 94.0462    , 83.3174    ,74.5000    , 1          ,67.0711   , 0         x
28.2601    , 35.5532    , 64.7039    , 3146.9000  ,94.2607    , 1          ,93.6271   , 1         ✓
12.5227    , 8.3247     , 30.4079    , 3204.4994  ,74.5000    , 1          ,73.8757   , 1         ✓
49.3614    , 0.9940     , 9.8042     , 483.7387   ,10.1625    , 0          ,9.8812    , 0         ✓
28.0347    , 30.1834    , 76.8984    , 2158.6401  ,94.2939    , 1          ,93.8575   , 1         ✓
44.1770    , 25.6548    , 75.7713    , 3504.6117  ,74.5000    , 1          ,74.2380   , 1         ✓
97.7358    , 9.4794     , 83.7884    , 721.2692   ,40.0000    , 0          ,39.6457   , 0         ✓
62.6716    , 24.3953    , 29.5501    , 3810.5256  ,40.0000    , 0          ,39.9808   , 0         ✓
20.2628    , 21.0903    , 91.9955    , 2496.6298  ,94.3819    , 1          ,94.6303   , 1         ✓
34.4216    , 19.9537    , 25.1608    , 208.7224   ,27.7816    , 0          ,25.3119   , 0         ✓
